name,price,bairro
Casa Padrão,"300.000,00",Bairro: Jardim São Francisco
Apartamento Padrão,"210.000,00",Bairro: Vila Operaria/Boa Esperanca
Apartamento Padrão,"240.000,00",Bairro: Jardim Cancelli
Terreno Lote Urbano,"150.000,00",Bairro: Novo Sobradinho (Distrito de Toledo)
Terreno Lote Urbano,"130.000,00",Bairro: Concórdia do Oeste
Terreno Lote Urbano,"1.847.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"1.678.000,00",Bairro: Jardim Coopagro
Apartamento Duplex,"2.480.000,00",Bairro: Centro
Casa Padrão,"570.000,00",Bairro: Jardim Panorama
Casa Padrão,"340.000,00",Bairro: Jardim Panorama
Casa Padrão,"290.000,00",Bairro: Jardim Coopagro
Casa Padrão,"580.000,00",Bairro: Vila Becker
Casa Padrão,"235.000,00",Bairro: Pinheirinho
Casa Padrão,"245.000,00",Bairro: Pinheirinho
Casa Padrão,"235.000,00",Bairro: Pinheirinho
Casa Padrão,"245.000,00",Bairro: Pinheirinho
Casa Padrão,"430.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"198.000,00",Bairro: Jardim São Francisco
Apartamento Padrão,"380.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"384.011,31",Bairro: Centro
Apartamento Padrão,"378.336,26",Bairro: Centro
Apartamento Padrão,"372.745,09",Bairro: Centro
Apartamento Padrão,"361.727,99",Bairro: Centro
Apartamento Padrão,"358.110,71",Bairro: Centro
Apartamento Padrão,"352.739,05",Bairro: Centro
Apartamento Padrão,"401.742,84",Bairro: Centro
Apartamento Padrão,"374.477,72",Bairro: Centro
Apartamento Padrão,"342.236,25",Bairro: Centro
Terreno Lote Urbano,"2.400.000,00",Bairro: Vila Industrial
Casa Padrão,"950.000,00",Bairro: Jardim Gisela
Casa Padrão,"480.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Casa Padrão,"550.000,00",Bairro: Vila Industrial
Casa Padrão,"240.000,00",Bairro: Jardim São Francisco
Casa Padrão,"240.000,00",Bairro: Jardim São Francisco
Comercial Sala Comerc...,"634.900,00",Bairro: Vila Industrial
Comercial Sala Comerc...,"750.120,00",Bairro: Vila Industrial
Apartamento Padrão,"803.000,00",Bairro: Vila Industrial
Apartamento Padrão,"803.000,00",Bairro: Vila Industrial
Apartamento Padrão,"797.000,00",Bairro: Vila Industrial
Apartamento Padrão,"797.000,00",Bairro: Vila Industrial
Apartamento Padrão,"797.000,00",Bairro: Vila Industrial
Apartamento Padrão,"797.000,00",Bairro: Vila Industrial
Apartamento Padrão,"791.000,00",Bairro: Vila Industrial
Apartamento Padrão,"791.000,00",Bairro: Vila Industrial
Apartamento Padrão,"791.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"950.000,00",Bairro: Jardim La Salle
Casa Padrão,"2.200.000,00",Bairro: Jardim Gisela
Casa Padrão,"1.800.000,00",Bairro: Jardim La Salle
Comercial Sala Comerc...,"250.000,00",Bairro: Vila Pioneiro
Casa Padrão,"390.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"400.000,00",Bairro: Centro
Casa Sobrado,"6.000.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"115.000,00",Bairro: Centro
Terreno Lote Urbano,"115.000,00",Bairro: Centro
Terreno Lote Urbano,"228.000,00",Bairro: Centro
Terreno Lote Urbano,"115.000,00",Bairro: Centro
Terreno Lote Urbano,"100.000,00",Bairro: Centro
Casa Sobrado,"1.050.000,00",Bairro: Jardim Pancera
Casa Padrão,"
															1.700,00														",Bairro: Jardim Concórdia
Terreno Lote Urbano,"1.950.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"180.000,00",Bairro: Jardim Panorama
Apartamento Padrão,"799.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"240.000,00",Bairro: Jardim Panorama
Terreno Lote Urbano,"1.150.000,00",Bairro: Centro
Rural Chácara sem Casa,"1.200.000,00",Bairro: Vila Nova (Distrito de Toledo)
Casa Sobrado,"1.380.000,00",Bairro: Vila Industrial
Casa Sobrado,"1.985.000,00",Bairro: Vila Industrial
Casa Sobrado,"2.085.000,00",Bairro: Vila Industrial
Casa Padrão,"850.000,00",Bairro: Jardim Porto Alegre
Casa Padrão,"630.000,00",Bairro: Jardim Tocantins
Casa Padrão,"630.000,00",Bairro: Jardim Tocantins
Casa Padrão,"740.000,00",Bairro: Vila Becker
Casa Padrão,"740.000,00",Bairro: Vila Becker
Terreno Lote Urbano,"
															2.200,00														",Bairro: Jardim La Salle
Casa Condomínio,Consulte-nos,Bairro: Jardim Pancera
Casa Padrão,"450.000,00",Bairro: Centro
Apartamento Padrão,"367.500,00",Bairro: Jardim Porto Alegre
Comercial Sala Comerc...,"445.000,00",Bairro: Jardim Tocantins
Casa Padrão,"550.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"375.000,00",Bairro: Jardim Gisela
Casa Padrão,"370.000,00",Bairro: Jardim Coopagro
Casa Padrão,"370.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"685.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"375.000,00",Bairro: Vila Industrial
Apartamento Padrão,"345.000,00",Bairro: Vila Industrial
Apartamento Padrão,"335.000,00",Bairro: Vila Industrial
Apartamento Padrão,"375.000,00",Bairro: Vila Industrial
Apartamento Padrão,"375.000,00",Bairro: Vila Industrial
Apartamento Padrão,"360.000,00",Bairro: Vila Industrial
Apartamento Padrão,"335.000,00",Bairro: Vila Industrial
Apartamento Padrão,"375.000,00",Bairro: Vila Industrial
Apartamento Padrão,"360.000,00",Bairro: Vila Industrial
Apartamento Padrão,"360.000,00",Bairro: Vila Industrial
Apartamento Padrão,"335.000,00",Bairro: Vila Industrial
Apartamento Padrão,"375.000,00",Bairro: Vila Industrial
Apartamento Padrão,"375.000,00",Bairro: Vila Industrial
Apartamento Padrão,"345.000,00",Bairro: Vila Industrial
Apartamento Padrão,"345.000,00",Bairro: Vila Industrial
Casa Padrão,"699.000,00",Bairro: Jardim Gisela
Casa Padrão,"470.000,00",Bairro: Vila Becker
Apartamento Padrão,"580.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"1.400.000,00",Bairro: Jardim Porto Alegre
Casa Padrão,"240.000,00",Bairro: Jardim São Francisco
Apartamento Padrão,"435.000,00",Bairro: Vila Industrial
Apartamento Padrão,"470.000,00",Bairro: Vila Industrial
Apartamento Padrão,"460.000,00",Bairro: Vila Industrial
Apartamento Padrão,"440.000,00",Bairro: Vila Industrial
Apartamento Padrão,"430.000,00",Bairro: Vila Industrial
Casa Padrão,"560.000,00",Bairro: Jardim Pancera
Casa Padrão,"
															1.600,00														",Bairro: Jardim Coopagro
Casa Padrão,"480.000,00",Bairro: Jardim Concórdia
Casa Padrão,"480.000,00",Bairro: Jardim Concórdia
Casa Sobrado,"730.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"1.990.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"1.200.000,00",Bairro: Jardim Tocantins
Casa Padrão,"1.100.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"300.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"2.200.000,00",Bairro: Centro
Terreno Lote Urbano,"530.000,00",Bairro: BIOPARK
Casa Padrão,"550.000,00",Bairro: Vila Pioneiro
Apartamento Padrão,"370.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"360.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"350.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"350.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"350.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"780.000,00",Bairro: Jardim Maria Luiza
Apartamento Padrão,"340.000,00",Bairro: Jardim Tocantins
Casa Padrão,"625.000,00",Bairro: Jardim Gisela
Casa Padrão,"680.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"420.000,00",Bairro: Centro
Terreno Lote Urbano,"380.000,00",Bairro: Jardim Pancera
Casa Padrão,"1.400.000,00",Bairro: Jardim La Salle
Casa Padrão,"300.000,00",Bairro: Jardim Panorama
Apartamento Padrão,"2.500.000,00",Bairro: Centro
Terreno Lote Urbano,"950.000,00",Bairro: Centro
Comercial Sala Comerc...,"250.000,00",Bairro: Vila Industrial
Apartamento Padrão,"600.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"650.000,00",Bairro: Marinas de Boa Vista da Aparecida
Apartamento Padrão,"2.400.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"320.000,00",Bairro: Jardim Pancera
Casa Sobrado,"4.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"495.000,00",Bairro: Vila Industrial
Casa Sobrado,"650.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"160.000,00",Bairro: Jardim Panorama
Terreno Lote Urbano,"160.000,00",Bairro: Jardim Panorama
Terreno Lote Urbano,"450.000,00",Bairro: Vila Becker
Terreno Lote Urbano,"470.000,00",Bairro: Vila Becker
Rural Chácara com Casa,"4.500.000,00",Bairro: Jardim Independencia
Rural Chácara sem Casa,"400.000,00",Bairro: Jardim Independencia
Rural Chácara sem Casa,"400.000,00",Bairro: Jardim Independencia
Rural Chácara sem Casa,"400.000,00",Bairro: Jardim Independencia
Rural Chácara sem Casa,"400.000,00",Bairro: Jardim Independencia
Rural Chácara com Casa,"800.000,00",Bairro: Jardim Independencia
Rural Chácara com Casa,"800.000,00",Bairro: Jardim Independencia
Rural Chácara sem Casa,"850.000,00",Bairro: Jardim Independencia
Casa Padrão,"290.000,00",Bairro: Pinheirinho
Casa Padrão,"250.000,00",Bairro: Pinheirinho
Casa Condomínio,"780.000,00",Bairro: Jardim Gisela
Casa Padrão,"350.000,00",Bairro: Jardim São Francisco
Apartamento Padrão,"530.000,00",Bairro: Centro
Casa Padrão,"1.250.000,00",Bairro: Jardim Gisela
Casa Padrão,"1.250.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"130.000,00",Bairro: Ouro Preto (Distrito de Toledo)
Casa Padrão,"
															1.000,00														",Bairro: Jardim Europa/America
Casa Padrão,"11.500,00",Bairro: Jardim La Salle
Apartamento Padrão,"350.000,00",Bairro: Jardim Santa Maria
Apartamento Padrão,"490.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"470.000,00",Bairro: Jardim Porto Alegre
Casa Padrão,"2.988.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"1.620.000,00",Bairro: Jardim Gisela
Rural Sítio,"2.500.000,00",Bairro: Jardim Independencia
Casa Padrão,"360.000,00",Bairro: Jardim Panorama
Casa Padrão,"490.000,00",Bairro: Vila Operaria/Boa Esperanca
Apartamento Padrão,"360.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"270.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"260.000,00",Bairro: Vila Industrial
Casa Padrão,"420.000,00",Bairro: Jardim Concórdia
Casa Padrão,"490.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"560.000,00",Bairro: Centro
Apartamento Padrão,"540.000,00",Bairro: Centro
Apartamento Padrão,"530.000,00",Bairro: Centro
Apartamento Padrão,"510.000,00",Bairro: Centro
Apartamento Padrão,"500.000,00",Bairro: Centro
Apartamento Padrão,"490.000,00",Bairro: Centro
Apartamento Padrão,"520.000,00",Bairro: Centro
Apartamento Padrão,"490.000,00",Bairro: Centro
Apartamento Padrão,"460.000,00",Bairro: Centro
Apartamento Padrão,"450.000,00",Bairro: Centro
Apartamento Padrão,"440.000,00",Bairro: Centro
Apartamento Padrão,"460.000,00",Bairro: Centro
Apartamento Padrão,"450.000,00",Bairro: Centro
Apartamento Padrão,"440.000,00",Bairro: Centro
Apartamento Padrão,"400.000,00",Bairro: Centro
Terreno Lote Urbano,"2.500.000,00",Bairro: Jardim Independencia
Terreno Lote Urbano,"472.500,00",Bairro: Centro
Casa Padrão,"900.000,00",Bairro: Vila Industrial
Casa Padrão,"239.000,00",Bairro: Jardim Coopagro
Casa Padrão,"239.000,00",Bairro: Jardim Coopagro
Casa Padrão,"850.000,00",Bairro: Centro
Casa Padrão,"795.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"
															3.200,00														",Bairro: Jardim La Salle
Apartamento Padrão,"480.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"410.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"399.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"385.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"375.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"385.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"365.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"355.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"365.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"355.000,00",Bairro: Jardim Porto Alegre
Comercial Sala Comerc...,"180.000,00",Bairro: Centro
Comercial Sala Comerc...,"1.350,00",Bairro: Centro
Apartamento Padrão,"250.000,00",Bairro: Jardim Santa Maria
Casa Sobrado,"2.150.000,00",Bairro: Jardim Pancera
Casa Padrão,"900.000,00",Bairro: Jardim Concórdia
Casa Padrão,"268.000,00",Bairro: Jardim Coopagro
Apartamento Padrão,"1.100.000,00",Bairro: Vila Industrial
Casa Padrão,"180.000,00",Bairro: Jardim Panorama
Apartamento Duplex,"900.000,00",Bairro: Centro
Casa Padrão,"1.500.000,00",Bairro: Jardim Santa Maria
Rural Chácara sem Casa,"1.100.000,00",Bairro: Centro
Apartamento Padrão,"230.000,00",Bairro: Jardim Pancera
Casa Padrão,"420.000,00",Bairro: Vila Industrial
Casa Padrão,"550.000,00",Bairro: Jardim Europa/America
Terreno Chácara,"250.000,00",Bairro: Bom Principio (Distrito de Toledo)
Casa Padrão,"300.000,00",Bairro: Jardim América
Casa Padrão,"2.950.000,00",Bairro: Jardim La Salle
Casa Sobrado,"899.000,00",Bairro: Vila Industrial
Apartamento Padrão,"349.000,00",Bairro: Jardim Porto Alegre
Terreno Lote Urbano,"1.200.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"450.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"612.000,00",Bairro: Jardim Gisela
Casa Padrão,"229.000,00",Bairro: Centro
Terreno Lote Urbano,"2.150.000,00",Bairro: Centro
Casa Padrão,"450.000,00",Bairro: Vila Industrial
Casa Padrão,"340.000,00",Bairro: Jardim Europa/America
Casa Padrão,"305.000,00",Bairro: Jardim Coopagro
Casa Padrão,"305.000,00",Bairro: Jardim Coopagro
Apartamento Padrão,"
															2.950,00														",Bairro: Centro
Terreno Lote Urbano,"480.000,00",Bairro: Vila Operaria/Boa Esperanca
Casa Padrão,"350.000,00",Bairro: Jardim Panorama
Apartamento Padrão,"225.000,00",Bairro: Jardim Gisela
Casa Padrão,"950.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"225.000,00",Bairro: Centro
Terreno Lote Urbano,"446.547,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"481.115,50",Bairro: Jardim Tocantins
Terreno Lote Urbano,"396.154,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"563.337,50",Bairro: Jardim Tocantins
Terreno Lote Urbano,"481.115,50",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"444.092,00",Bairro: Vila Industrial
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"555.018,75",Bairro: Jardim Tocantins
Terreno Lote Urbano,"444.048,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"444.092,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"555.156,25",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"555.018,75",Bairro: Jardim Tocantins
Terreno Lote Urbano,"444.048,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"444.092,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"555.156,25",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"480.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"480.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"555.018,75",Bairro: Jardim Tocantins
Terreno Lote Urbano,"444.092,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"444.048,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"555.156,25",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"450.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"450.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"450.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"450.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"360.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"569.005,50",Bairro: Jardim Tocantins
Terreno Lote Urbano,"
															7.500,00														",Bairro: Jardim Gisela
Terreno Lote Urbano,"
															7.500,00														",Bairro: Jardim Gisela
Terreno Lote Urbano,"
															7.500,00														",Bairro: Jardim Gisela
Terreno Lote Urbano,"
															16.000,00														",Bairro: Jardim Gisela
Terreno Lote Urbano,"
															11.800,00														",Bairro: Centro
Apartamento Padrão,"825.000,00",Bairro: Centro
Apartamento Padrão,"484.000,00",Bairro: Vila Industrial
Apartamento Padrão,"484.000,00",Bairro: Vila Industrial
Apartamento Padrão,"484.000,00",Bairro: Vila Industrial
Apartamento Padrão,"484.000,00",Bairro: Vila Industrial
Apartamento Padrão,"424.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"250.000,00",Bairro: Jardim Bressan
Casa Sobrado,"1.950.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"950.000,00",Bairro: Jardim La Salle
Casa Padrão,"1.250.000,00",Bairro: Centro
Apartamento Padrão,"395.000,00",Bairro: Centro
Casa Padrão,"550.000,00",Bairro: Jardim Coopagro
Casa Padrão,"285.000,00",Bairro: Jardim São Francisco
Casa Padrão,"285.000,00",Bairro: Jardim São Francisco
Casa Padrão,"1.190.000,00",Bairro: Vila Becker
Terreno Lote Urbano,"650.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"2.000.000,00",Bairro: Jardim Porto Alegre
Casa Padrão,"575.000,00",Bairro: Jardim Gisela
Casa Padrão,"630.000,00",Bairro: Jardim Tocantins
Casa Padrão,"550.000,00",Bairro: Vila Industrial
Apartamento Padrão,"916.000,00",Bairro: Jardim La Salle
Casa Padrão,"400.000,00",Bairro: Jardim Coopagro
Casa Sobrado,"420.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"2.600.000,00",Bairro: Centro
Casa Padrão,"240.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"
															1.000,00														",Bairro: Jardim Concórdia
Casa Padrão,"620.000,00",Bairro: Jardim Gisela
Casa Padrão,"650.000,00",Bairro: Jardim Gisela
Comercial Sala Comerc...,"900.000,00",Bairro: Centro
Casa Padrão,"290.000,00",Bairro: Jardim Coopagro
Casa Padrão,"650.000,00",Bairro: Jardim Coopagro
Casa Padrão,"275.000,00",Bairro: Jardim Coopagro
Casa Padrão,"670.000,00",Bairro: Vila Industrial
Casa Padrão,"670.000,00",Bairro: Vila Industrial
Casa Padrão,"250.000,00",Bairro: Vila Pioneiro
Terreno Lote Urbano,"130.000,00",Bairro: São Luiz do Oeste (Distrito de Tole
Terreno Lote Urbano,"165.000,00",Bairro: Jardim Panorama
Terreno Lote Urbano,"175.000,00",Bairro: Jardim Panorama
Apartamento Padrão,"1.539.050,80",Bairro: Vila Industrial
Apartamento Padrão,"905.909,40",Bairro: Vila Industrial
Apartamento Padrão,"1.498.788,00",Bairro: Vila Industrial
Apartamento Padrão,"783.032,10",Bairro: Vila Industrial
Apartamento Padrão,"783.032,10",Bairro: Vila Industrial
Apartamento Padrão,"799.710,10",Bairro: Vila Industrial
Apartamento Padrão,"799.710,10",Bairro: Vila Industrial
Terreno Lote Urbano,"320.000,00",Bairro: Jardim Coopagro
Casa Padrão,"598.000,00",Bairro: Jardim Parizotto
Apartamento Padrão,"3.800.000,00",Bairro: Centro
Casa Padrão,"750.000,00",Bairro: Jardim Pancera
Casa Padrão,"300.000,00",Bairro: Jardim São Francisco
Casa Padrão,"1.450.000,00",Bairro: Country
Terreno Lote Urbano,"462.836,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.836,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.836,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.836,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"546.988,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"468.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"468.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"468.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"468.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"468.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"546.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"546.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"414.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"546.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"546.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"682.045,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"627.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"627.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"462.000,00",Bairro: Jardim Pancera
Casa Padrão,"1.890.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"472.500,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"672.360,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"538.536,00",Bairro: Jardim Pancera
Apartamento Padrão,"800.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"255.000,00",Bairro: Jardim Cataratas
Casa Sobrado,"1.250.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"2.200.000,00",Bairro: Vila Industrial
Apartamento Padrão,"225.000,00",Bairro: Centro
Casa Sobrado,"755.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"490.000,00",Bairro: Jardim Santa Maria
Casa Padrão,"490.000,00",Bairro: Jardim Santa Maria
