name,price,bairro
Casa Sobrado,"480.000,00",Bairro: Jardim Panorama
Casa Sobrado,"360.000,00",Bairro: Jardim Panorama
Casa Sobrado,"1.300.000,00",Bairro: Jardim Porto Alegre
Casa Sobrado,"1.300.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"1.900,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"2.000.000,00",Bairro: Centro
Casa Padrão,"1.390.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"633.380,00",Bairro: Vila Industrial
Terreno Lote Urbano,"596.880,00",Bairro: Vila Industrial
Terreno Lote Urbano,"596.880,00",Bairro: Vila Industrial
Terreno Lote Urbano,"497.100,00",Bairro: Vila Industrial
Terreno Lote Urbano,"443.880,00",Bairro: Vila Industrial
Terreno Lote Urbano,"390.660,00",Bairro: Vila Industrial
Terreno Lote Urbano,"381.620,00",Bairro: Vila Industrial
Apartamento Padrão,"490.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"425.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"498.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"620.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"800.000,00",Bairro: Jardim La Salle
Casa Padrão,"210.000,00",Bairro: Jardim Europa/America
Casa Padrão,"480.000,00",Bairro: Centro
Casa Sobrado,"215.000,00",Bairro: Jardim Panorama
Casa Sobrado,"215.000,00",Bairro: Jardim Panorama
Casa Sobrado,"215.000,00",Bairro: Jardim Panorama
Rural Chácara sem Casa,"1.180.000,00",Bairro: Centro
Apartamento Padrão,"
															3.600,00														",Bairro: Jardim La Salle
Apartamento Padrão,"429.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"545.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"547.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"524.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"526.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"526.000,00",Bairro: Jardim La Salle
Casa Padrão,"1.500.000,00",Bairro: Centro
Terreno Lote Urbano,"207.000,00",Bairro: Jardim Bressan
Casa Padrão,"1.462.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"750.000,00",Bairro: Centro
Apartamento Padrão,"
															3.600,00														",Bairro: Jardim La Salle
Casa Padrão,"650.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"250.000,00",Bairro: Jardim Europa/America
Casa Sobrado,"700.000,00",Bairro: Vila Industrial
Casa Padrão,"320.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"361.000,00",Bairro: Vila Industrial
Apartamento Padrão,"361.000,00",Bairro: Vila Industrial
Apartamento Padrão,"355.000,00",Bairro: Vila Industrial
Apartamento Padrão,"345.000,00",Bairro: Vila Industrial
Apartamento Padrão,"315.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"1.400.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"130.000,00",Bairro: Pinheirinho
Apartamento Padrão,"600.000,00",Bairro: Centro
Apartamento Padrão,"420.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"430.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"510.000,00",Bairro: Vila Industrial
Apartamento Padrão,"320.000,00",Bairro: Centro
Casa Padrão,"580.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"354.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"354.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"354.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"354.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"205.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"205.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"205.000,00",Bairro: Jardim Concórdia
Apartamento Padrão,"499.000,00",Bairro: Vila Industrial
Apartamento Padrão,"260.000,00",Bairro: Jardim Santa Maria
Terreno Lote Urbano,"286.200,00",Bairro: Jardim Concórdia
Casa Padrão,"2.100.000,00",Bairro: Jardim Porto Alegre
Terreno Lote Urbano,"332.500,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"332.500,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"315.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"1.500,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"700.000,00",Bairro: Vila Operaria/Boa Esperanca
Casa Padrão,"350.000,00",Bairro: Jardim Coopagro
Comercial Sala Comerc...,Consulte-nos,Bairro: Jardim La Salle
Comercial Sala Comerc...,"115.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"550.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"1.850.000,00",Bairro: Centro
Terreno Lote Urbano,"140.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"157.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"157.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"165.000,00",Bairro: Pinheirinho
Casa Padrão,"230.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"132.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"125.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"132.000,00",Bairro: Pinheirinho
Terreno Lote Urbano,"145.500,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"135.000,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"132.000,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"132.000,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"147.000,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"147.000,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"147.000,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"147.000,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"127.800,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"127.800,00",Bairro: Jardim São Francisco
Casa Sobrado,"2.500.000,00",Bairro: Jardim Porto Alegre
Casa Sobrado,"800.000,00",Bairro: Vila Becker
Terreno Lote Urbano,"285.000,00",Bairro: Centro
Terreno Lote Urbano,"285.000,00",Bairro: Centro
Terreno Lote Urbano,"285.000,00",Bairro: Centro
Terreno Lote Urbano,"285.000,00",Bairro: Centro
Terreno Lote Urbano,"285.000,00",Bairro: Centro
Apartamento Padrão,"2.350.000,00",Bairro: Vila Industrial
Apartamento Padrão,"2.265.000,00",Bairro: Vila Industrial
Apartamento Padrão,"2.090.000,00",Bairro: Vila Industrial
Apartamento Padrão,"2.065.000,00",Bairro: Vila Industrial
Casa Padrão,"567.000,00",Bairro: Centro
Apartamento Padrão,"3.000.000,00",Bairro: Centro
Casa Padrão,"625.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"500.000,00",Bairro: Centro
Apartamento Padrão,"957.000,00",Bairro: Centro
Apartamento Padrão,"688.900,00",Bairro: Centro
Apartamento Padrão,"688.900,00",Bairro: Centro
Apartamento Padrão,"661.000,00",Bairro: Centro
Apartamento Padrão,"661.000,00",Bairro: Centro
Apartamento Padrão,"380.362,50",Bairro: BIOPARK
Apartamento Padrão,"299.880,00",Bairro: BIOPARK
Apartamento Padrão,"299.880,00",Bairro: BIOPARK
Terreno Lote Urbano,"600.000,00",Bairro: Vila Industrial
Apartamento Padrão,"550.000,00",Bairro: Jardim La Salle
Casa Sobrado,"1.350.000,00",Bairro: Jardim Pancera
Casa Padrão,"225.000,00",Bairro: Jardim São Francisco
Casa Padrão,"
															4.200,00														",Bairro: Jardim La Salle
Apartamento Padrão,"447.484,76",Bairro: Centro
Apartamento Padrão,"443.054,21",Bairro: Centro
Apartamento Padrão,"438.667,54",Bairro: Centro
Apartamento Padrão,"434.324,30",Bairro: Centro
Apartamento Padrão,"430.024,05",Bairro: Centro
Apartamento Padrão,"417.377,11",Bairro: Centro
Apartamento Padrão,"413.244,66",Bairro: Centro
Apartamento Padrão,"409.153,13",Bairro: Centro
Apartamento Padrão,"397.120,00",Bairro: Centro
Apartamento Padrão,"443.054,21",Bairro: Centro
Apartamento Padrão,"434.324,30",Bairro: Centro
Apartamento Padrão,"430.024,05",Bairro: Centro
Apartamento Padrão,"425.766,39",Bairro: Centro
Apartamento Padrão,"421.550,88",Bairro: Centro
Apartamento Padrão,"417.377,11",Bairro: Centro
Apartamento Padrão,"413.244,66",Bairro: Centro
Apartamento Padrão,"409.153,13",Bairro: Centro
Apartamento Padrão,"401.091,20",Bairro: Centro
Apartamento Padrão,"379.428,00",Bairro: Centro
Apartamento Padrão,"414.974,82",Bairro: Centro
Apartamento Padrão,"352.912,67",Bairro: Centro
Apartamento Padrão,"349.418,49",Bairro: Centro
Apartamento Padrão,"342.533,56",Bairro: Centro
Casa Sobrado,"2.400.000,00",Bairro: Jardim Pancera
Casa Padrão,"1.200.000,00",Bairro: Jardim Porto Alegre
Comercial Sala Comercial,"800.000,00",Bairro: Vila Operaria/Boa Esperanca
Terreno Lote Urbano,"530.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"420.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"420.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"420.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"420.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"1.200.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"250.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"330.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"310.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"275.000,00",Bairro: Jardim Tocantins
Comercial Sala Comerc...,"500.818,93",Bairro: Centro
Comercial Sala Comerc...,"522.076,21",Bairro: Centro
Comercial Sala Comerc...,"498.300,00",Bairro: Centro
Comercial Sala Comerc...,"3.400,00",Bairro: Centro
Comercial Sala Comerc...,"497.476,13",Bairro: Centro
Comercial Sala Comerc...,"554.355,30",Bairro: Centro
Comercial Sala Comerc...,"554.355,30",Bairro: Centro
Comercial Sala Comerc...,"554.355,30",Bairro: Centro
Comercial Sala Comerc...,"554.355,30",Bairro: Centro
Comercial Sala Comerc...,"462.653,80",Bairro: Centro
Comercial Sala Comerc...,"542.691,00",Bairro: Centro
Comercial Sala Comerc...,"542.691,00",Bairro: Centro
Comercial Sala Comerc...,"542.691,00",Bairro: Centro
Comercial Sala Comerc...,"531.026,70",Bairro: Centro
Comercial Sala Comerc...,"531.026,70",Bairro: Centro
Casa Padrão,"550.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"130.000,00",Bairro: Jardim São Francisco
Terreno Lote Urbano,"130.000,00",Bairro: Jardim São Francisco
Casa Padrão,"540.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"590.000,00",Bairro: Jardim Gisela
Casa Padrão,"1.100,00",Bairro: Jardim Panorama
Casa Padrão,"295.000,00",Bairro: Jardim São Francisco
Casa Padrão,"280.000,00",Bairro: Jardim São Francisco
Terreno Chácara,"5.200.000,00",Bairro: Jardim Tocantins
Casa Padrão,"475.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"450.000,00",Bairro: Centro
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Apartamento Padrão,"440.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"2.300,00",Bairro: Centro
Terreno Lote Urbano,"280.000,00",Bairro: Jardim Concórdia
Terreno Lote Urbano,"135.000,00",Bairro: Jardim Europa/America
Terreno Lote Urbano,"135.000,00",Bairro: Jardim Europa/America
Terreno Lote Urbano,"135.000,00",Bairro: Jardim Europa/America
Casa Padrão,"370.000,00",Bairro: Vila Pioneiro
Casa Padrão,"
															1.400,00														",Bairro: Jardim Coopagro
Casa Padrão,"299.000,00",Bairro: Jardim Europa/America
Comercial Sala Comerc...,"230.000,00",Bairro: Jardim Coopagro
Casa Padrão,"350.000,00",Bairro: Vila Becker
Casa Padrão,"370.000,00",Bairro: Vila Pioneiro
Apartamento Padrão,"380.000,00",Bairro: Jardim Gisela
Apartamento Padrão,Consulte-nos,Bairro: Jardim Pancera
Casa Padrão,"450.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"887.100,00",Bairro: Vila Industrial
Apartamento Padrão,"863.150,00",Bairro: Vila Industrial
Apartamento Padrão,"847.000,00",Bairro: Vila Industrial
Casa Padrão,"270.000,00",Bairro: Jardim Coopagro
Apartamento Padrão,"1.500.000,00",Bairro: Centro
Casa Sobrado,"520.000,00",Bairro: Jardim Coopagro
Terreno Lote Urbano,"890.000,00",Bairro: Jardim Porto Alegre
Apartamento Duplex,"1.300.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"1.800.000,00",Bairro: Jardim Panorama
Terreno Lote Urbano,"1.800.000,00",Bairro: Jardim Panorama
Comercial Sala Comerc...,"170.000,00",Bairro: Jardim Santa Maria
Terreno Lote Urbano,Consulte-nos,Bairro: BIOPARK
Apartamento Cobertura,"1.400.000,00",Bairro: Centro
Terreno Lote Urbano,"375.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"255.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"365.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"890.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"530.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"450.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"600.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"365.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"435.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"435.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"690.000,00",Bairro: Jardim Pancera
Comercial Sala Comerc...,"240.000,00",Bairro: Jardim Pancera
Comercial Sala Comerc...,"550.000,00",Bairro: Jardim Tocantins
Apartamento Duplex,"957.000,00",Bairro: Centro
Casa Sobrado,"560.000,00",Bairro: Vila Industrial
Apartamento Padrão,"285.000,00",Bairro: Centro
Apartamento Padrão,"580.000,00",Bairro: Jardim La Salle
Apartamento Padrão,Consulte-nos,Bairro: Vila Industrial
Apartamento Padrão,Consulte-nos,Bairro: Vila Industrial
Casa Padrão,"480.000,00",Bairro: Jardim Porto Alegre
Casa Padrão,"350.000,00",Bairro: Jardim São Francisco
Apartamento Padrão,"600.000,00",Bairro: Jardim Gisela
Casa Padrão,"150.000,00",Bairro: Novo Sarandi (Distrito de Toledo)
Comercial Sala Comercial,"1.050.000,00",Bairro: Centro
Casa Padrão,"2.000,00",Bairro: Jardim Coopagro
Apartamento Padrão,"900.000,00",Bairro: Centro
Casa Sobrado,"3.200.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"1.820.000,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"660.583,00",Bairro: Jardim Tocantins
Terreno Lote Urbano,"780.689,00",Bairro: Jardim Tocantins
Apartamento Duplex,"967.000,00",Bairro: Centro
Apartamento Padrão,"683.500,00",Bairro: Centro
Apartamento Padrão,"683.500,00",Bairro: Centro
Apartamento Padrão,"671.000,00",Bairro: Centro
Apartamento Padrão,"678.000,00",Bairro: Centro
Apartamento Padrão,"667.000,00",Bairro: Centro
Apartamento Padrão,"667.000,00",Bairro: Centro
Apartamento Padrão,"648.900,00",Bairro: Centro
Apartamento Padrão,"656.000,00",Bairro: Centro
Casa Sobrado,"990.000,00",Bairro: Jardim Gisela
Terreno Lote Urbano,"240.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"240.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"240.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"240.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"240.000,00",Bairro: Jardim Pancera
Casa Sobrado,"699.000,00",Bairro: Vila Industrial
Casa Sobrado,"680.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"1.600,00",Bairro: Jardim Concórdia
Comercial Barracão,"
															7.500,00														",Bairro: Jardim Pancera
Casa Sobrado,"950.000,00",Bairro: Jardim Concórdia
Comercial Sala Comerc...,"400.000,00",Bairro: Centro
Apartamento Padrão,"415.000,00",Bairro: Centro
Apartamento Padrão,"440.000,00",Bairro: Centro
Terreno Lote Urbano,"550.000,00",Bairro: Vila Becker
Terreno Chácara,"850.000,00",Bairro: Jardim Independencia
Apartamento Padrão,"750.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"775.000,00",Bairro: Jardim La Salle
Casa Padrão,"600.000,00",Bairro: Vila Pioneiro
Terreno Lote Urbano,"650.000,00",Bairro: Vila Pioneiro
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,,Bairro: Jardim La Salle
Apartamento Padrão,"2.324.591,69",Bairro: Jardim La Salle
Apartamento Padrão,"2.271.643,54",Bairro: Jardim La Salle
Apartamento Padrão,"2.269.917,37",Bairro: Jardim La Salle
Apartamento Padrão,"2.242.928,99",Bairro: Jardim La Salle
Apartamento Padrão,"2.215.926,04",Bairro: Jardim La Salle
Apartamento Padrão,"2.230.832,80",Bairro: Jardim La Salle
Apartamento Padrão,"2.207.910,77",Bairro: Jardim La Salle
Apartamento Padrão,"2.205.776,20",Bairro: Jardim La Salle
Apartamento Padrão,"2.189.491,81",Bairro: Jardim La Salle
Apartamento Padrão,"2.183.162,65",Bairro: Jardim La Salle
Apartamento Padrão,"2.169.519,02",Bairro: Jardim La Salle
Apartamento Padrão,"2.057.785,82",Bairro: Jardim La Salle
Apartamento Padrão,"2.161.220,71",Bairro: Jardim La Salle
Apartamento Padrão,"2.148.283,18",Bairro: Jardim La Salle
Apartamento Padrão,"2.111.561,51",Bairro: Jardim La Salle
Apartamento Padrão,"1.662.171,18",Bairro: Jardim La Salle
Apartamento Padrão,"1.957.039,99",Bairro: Jardim La Salle
Apartamento Padrão,"1.959.900,14",Bairro: Jardim La Salle
Apartamento Padrão,"1.959.900,14",Bairro: Jardim La Salle
Apartamento Padrão,"2.004.963,35",Bairro: Jardim La Salle
Apartamento Padrão,"1.960.726,40",Bairro: Jardim La Salle
Apartamento Padrão,"1.925.376,51",Bairro: Jardim La Salle
Apartamento Padrão,"1.914.608,74",Bairro: Jardim La Salle
Apartamento Padrão,"1.912.803,74",Bairro: Jardim La Salle
Apartamento Padrão,"1.924.380,65",Bairro: Jardim La Salle
Apartamento Padrão,"1.942.555,14",Bairro: Jardim La Salle
Apartamento Padrão,"
															3.500,00														",Bairro: Centro
Terreno Lote Urbano,"600.000,00",Bairro: Jardim Tocantins
Casa Padrão,"600.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"520.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"770.700,35",Bairro: Jardim La Salle
Apartamento Padrão,"784.533,32",Bairro: Jardim La Salle
Apartamento Padrão,"739.074,75",Bairro: Jardim La Salle
Apartamento Padrão,"745.214,34",Bairro: Jardim La Salle
Apartamento Padrão,"758.589,87",Bairro: Jardim La Salle
Apartamento Padrão,"714.110,11",Bairro: Jardim La Salle
Apartamento Padrão,"734.932,08",Bairro: Jardim La Salle
Apartamento Padrão,"691.350,11",Bairro: Jardim La Salle
Apartamento Padrão,"677.999,16",Bairro: Jardim La Salle
Terreno Lote Urbano,"380.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"1.100,00",Bairro: Jardim Tocantins
Apartamento Padrão,"250.000,00",Bairro: Jardim Coopagro
Casa Padrão,"450.000,00",Bairro: Vila Pioneiro
Apartamento Padrão,"900.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"300.000,00",Bairro: Jardim Pancera
Apartamento Padrão,"620.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"550.000,00",Bairro: Vila Operaria/Boa Esperanca
Apartamento Padrão,"2.250,00",Bairro: Vila Operaria/Boa Esperanca
Apartamento Padrão,"2.100,00",Bairro: Vila Operaria/Boa Esperanca
Apartamento Padrão,"595.000,00",Bairro: Jardim La Salle
Casa Padrão,"290.000,00",Bairro: Jardim São Francisco
Casa Padrão,"265.000,00",Bairro: Centro
Apartamento Padrão,"1.690.000,00",Bairro: Centro
Comercial Sala Comerc...,"
															1.950,00														",Bairro: Jardim La Salle
Apartamento Padrão,"660.376,70",Bairro: Neva
Apartamento Padrão,"390.800,00",Bairro: Jardim Canada
Apartamento Padrão,"347.200,00",Bairro: Jardim Canada
Apartamento Padrão,"394.200,00",Bairro: Jardim Canada
Apartamento Padrão,"390.400,00",Bairro: Jardim Canada
Apartamento Padrão,"404.900,00",Bairro: Jardim Canada
Apartamento Padrão,"420.800,00",Bairro: Jardim Canada
Apartamento Padrão,"412.500,00",Bairro: Jardim Canada
Apartamento Padrão,"408.100,00",Bairro: Jardim Canada
Apartamento Padrão,"390.400,00",Bairro: Jardim Canada
Apartamento Padrão,"384.700,00",Bairro: Jardim Canada
Apartamento Padrão,"353.000,00",Bairro: Jardim Canada
Apartamento Padrão,"348.100,00",Bairro: Jardim Canada
Apartamento Padrão,"339.700,00",Bairro: Jardim Canada
Apartamento Padrão,"336.300,00",Bairro: Jardim Canada
Apartamento Padrão,"328.100,00",Bairro: Jardim Canada
Apartamento Padrão,"390.800,00",Bairro: Jardim Canada
Apartamento Padrão,"407.100,00",Bairro: Jardim Canada
Apartamento Padrão,"341.300,00",Bairro: Jardim Canada
Apartamento Padrão,"346.800,00",Bairro: Jardim Canada
Apartamento Padrão,"358.900,00",Bairro: Jardim Canada
Apartamento Padrão,"393.300,00",Bairro: Jardim Canada
Apartamento Padrão,"398.700,00",Bairro: Jardim Canada
Apartamento Padrão,"420.700,00",Bairro: Jardim Canada
Apartamento Padrão,"395.200,00",Bairro: Jardim Canada
Apartamento Padrão,"360.600,00",Bairro: Jardim Canada
Apartamento Padrão,"355.400,00",Bairro: Jardim Canada
Apartamento Padrão,"350.400,00",Bairro: Jardim Canada
Apartamento Padrão,"345.200,00",Bairro: Jardim Canada
Apartamento Padrão,"336.300,00",Bairro: Jardim Canada
Apartamento Padrão,"424.300,00",Bairro: Jardim Canada
Apartamento Padrão,"412.400,00",Bairro: Jardim Canada
Apartamento Padrão,"355.100,00",Bairro: Jardim Canada
Apartamento Padrão,"342.900,00",Bairro: Jardim Canada
Apartamento Padrão,"336.300,00",Bairro: Jardim Canada
Apartamento Padrão,"350.900,00",Bairro: Jardim Canada
Comercial Edificio Co...,"1.200.000,00",Bairro: Centro
Casa Padrão,"580.000,00",Bairro: Vila Industrial
Comercial Sala Comerc...,"320.000,00",Bairro: Jardim Coopagro
Comercial Sala Comerc...,"279.000,00",Bairro: Centro
Terreno Lote Urbano,"700.000,00",Bairro: Jardim Tocantins
Casa Padrão,"3.500.000,00",Bairro: Jardim La Salle
Casa Padrão,"1.900.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"390.000,00",Bairro: Jardim La Salle
Casa Padrão,"900.000,00",Bairro: Jardim Santa Maria
Comercial Sala Comerc...,"
															1.500,00														",Bairro: Jardim Independencia
Comercial Sala Comerc...,"
															1.500,00														",Bairro: Jardim Independencia
Apartamento Padrão,Consulte-nos,Bairro: Vila Industrial
Apartamento Padrão,"4.250.000,00",Bairro: Vila Industrial
Casa Sobrado,"1.800.000,00",Bairro: Jardim La Salle
Casa Padrão,"650.000,00",Bairro: Vila Pioneiro
Casa Sobrado,"800.000,00",Bairro: Jardim Porto Alegre
Apartamento Padrão,"210.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"210.000,00",Bairro: Jardim Europa/America
Casa Padrão,"260.000,00",Bairro: Jardim Panorama
Apartamento Padrão,"1.700,00",Bairro: Jardim La Salle
Apartamento Padrão,"550.000,00",Bairro: Centro
Comercial Barracão,"1.400.000,00",Bairro: Jardim La Salle
Casa Padrão,"1.100.000,00",Bairro: Centro
Casa Padrão,"450.000,00",Bairro: Jardim Tocantins
Casa Sobrado,"390.000,00",Bairro: Centro
Apartamento Padrão,"850.000,00",Bairro: Jardim La Salle
Casa Padrão,"380.000,00",Bairro: Jardim Coopagro
Apartamento Padrão,"320.000,00",Bairro: Jardim Tocantins
Apartamento Padrão,"650.000,00",Bairro: Vila Industrial
Terreno Lote Urbano,"350.000,00",Bairro: Vila Becker
Casa Padrão,"390.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"460.000,00",Bairro: Vila Industrial
Terreno Chácara,"2.800.000,00",Bairro: Jardim Coopagro
Casa Padrão,"400.000,00",Bairro: Vila Pioneiro
Terreno Lote Urbano,"420.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"175.000,00",Bairro: Jardim Panorama
Casa Sobrado,"450.000,00",Bairro: Jardim Gisela
Apartamento Padrão,"800.000,00",Bairro: Jardim La Salle
Casa Padrão,"
															1.100,00														",Bairro: Jardim Coopagro
Casa Sobrado,"2.000.000,00",Bairro: Centro
Terreno Chácara,"850.000,00",Bairro: Jardim Independencia
Terreno Lote Urbano,"1.550.000,00",Bairro: Jardim Coopagro
Casa Padrão,"355.000,00",Bairro: Jardim São Francisco
Casa Sobrado,"380.000,00",Bairro: Vila Becker
Casa Sobrado,"380.000,00",Bairro: Vila Becker
Terreno Lote Urbano,"1.600.000,00",Bairro: Jardim La Salle
Terreno Lote Urbano,"1.600.000,00",Bairro: Centro
Casa Padrão,"
															4.500,00														",Bairro: Centro
Comercial Sala Comerc...,"720.000,00",Bairro: Jardim Pancera
Terreno Lote Urbano,"115.000,00",Bairro: Vila Pioneiro
Terreno Lote Urbano,"280.000,00",Bairro: Vila Becker
Terreno Lote Urbano,"420.000,00",Bairro: Jardim Pancera
Apartamento Duplex,"2.000.000,00",Bairro: Jardim La Salle
Apartamento Padrão,"
															6.600,00														",Bairro: Centro
Terreno Lote Urbano,"1.100.000,00",Bairro: Jardim La Salle
Casa Padrão,"
															530,00														",Bairro: Vila Operaria/Boa Esperanca
Apartamento Padrão,"350.000,00",Bairro: Centro
Casa Padrão,"225.000,00",Bairro: Pinheirinho
Comercial Box,"
															1.480,00														",Bairro: Jardim Independencia
Casa Padrão,"750.000,00",Bairro: Novo Sobradinho (Distrito de Toledo)
Apartamento Padrão,"
															1.600,00														",Bairro: Vila Industrial
Casa Padrão,"750.000,00",Bairro: Jardim Gisela
Casa Padrão,"450.000,00",Bairro: Centro
Casa Sobrado,"
															1.750,00														",Bairro: Jardim Pancera
